year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,brand
2016,19000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0,Datsun
2016,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,3250.0,Ford
2015,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2013,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,Renault
2001,10000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2012,50000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2014,74537,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2009,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586,103.3,5,145.0,4100.0,Maruti
2010,70000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2010,80000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti
2016,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,180.4,2500.0,Hyundai
2015,23500,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,106.5,4400.0,Chevrolet
2017,82000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,Honda
2014,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2018,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,30000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2016,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2019,11000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,90.0,3500.0,Maruti
2017,140000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7,104.0,4000.0,Datsun
2012,48000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2012,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2018,70000,Petrol,Individual,Manual,Second Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2016,58000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,2800.0,Mahindra
2010,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061,57.5,5,76.49,4500.0,Maruti
2010,40000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7,260.0,2200.0,Mahindra
2013,110000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,2800.0,Mahindra
2007,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,2700.0,Tata
2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2011,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2012,52000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2010,80000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2016,85000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2016,83000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2009,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti
2014,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2012,70000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2008,19000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2009,68600,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,Honda
2012,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,146.0,4800.0,Honda
2012,160000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Tata
2016,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2012,29500,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2016,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2016,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2012,100000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2011,60000,Petrol,Individual,Manual,Second Owner,14.49,1399,92.7,5,127.0,3500.0,Chevrolet
2016,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2017,13500,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5,150.0,4500.0,Ford
2017,30000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2017,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,Hyundai
2014,90000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,320.0,3000.0,Tata
2018,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5,140.0,3000.0,Tata
2018,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2018,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2018,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0,Maruti
2017,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,Hyundai
2013,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2018,40000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2012,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2015,50000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5,114.0,4000.0,Hyundai
2017,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2016,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,Maruti
2018,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,260.0,2750.0,Tata
2015,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,154.9,4200.0,Hyundai
2017,30000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.36,5,150.0,4500.0,Ford
2019,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,300.0,2500.0,Mahindra
2017,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2018,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5,132.3,4000.0,Hyundai
2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2012,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5,160.0,2000.0,Mahindra
2012,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,3000.0,Tata
2020,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5,113.0,4400.0,Maruti
2011,66000,Diesel,Individual,Manual,Second Owner,20.5,1598,105.0,5,250.0,2500.0,Volkswagen
2011,70000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5,235.36,2750.0,Hyundai
2018,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5,151.0,4850.0,Hyundai
2014,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5,160.0,2000.0,Mahindra
2019,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,5,153.0,3800.0,Skoda
2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2006,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2016,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2014,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5,135.4,2500.0,Tata
2005,90000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5,132.39,2500.0,Tata
2003,83000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5,104.93,2500.0,Ford
2011,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.1,5,320.0,2500.0,Volkswagen
2008,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5,110.0,4400.0,Chevrolet
2017,40000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,8,59.0,2500.0,Maruti
2011,138000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5,160.0,3000.0,Hyundai
2015,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2005,50000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,115.0,3200.0,Hyundai
2015,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0,Chevrolet
2009,120000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti
2018,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2013,60000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2010,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti
2015,60000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5,219.7,2750.0,Hyundai
2011,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2007,60000,CNG,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2011,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2007,10000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2010,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5,160.0,3000.0,Hyundai
2009,70000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,90000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5,180.4,2500.0,Hyundai
2014,188000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,Renault
2011,67840,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2016,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2010,150000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2017,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2017,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2003,149032,Diesel,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2010,380000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2011,84050,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2018,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5,110.0,4300.0,Volkswagen
2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796,35.0,8,59.82,3000.0,Maruti
2007,112880,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2013,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405,70.0,5,135.4,2500.0,Tata
2006,80000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2012,128000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,108.0,4400.0,Chevrolet
2011,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2010,30000,Petrol,Individual,Automatic,First Owner,12.6,1586,103.2,5,145.0,4100.0,Maruti
2015,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2006,30000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2015,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2010,22000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5,1421.96,4100.0,Maruti
2006,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2005,100000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2005,200000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,8,290.0,2800.0,Mahindra
2011,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,2700.0,Tata
2019,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0,Maruti
2012,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2013,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2019,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda
2017,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,250.0,3000.0,Volkswagen
2017,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,Honda
2016,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,Honda
2016,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5,230.0,2500.0,Volkswagen
2007,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2013,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7,240.0,2800.0,Mahindra
2014,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5,142.5,1750.0,Chevrolet
2016,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2019,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5,113.0,4200.0,Maruti
2009,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai
2013,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2013,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5,78.0,3500.0,Maruti
2005,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2008,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5,1421.96,4100.0,Maruti
2013,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti
2012,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5,140.0,3000.0,Tata
2012,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,160.0,3000.0,Hyundai
2011,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,160.0,3000.0,Hyundai
2011,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5,209.0,2000.0,Fiat
2018,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7,138.0,4400.0,Maruti
2020,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5,90.0,3500.0,Maruti
2016,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
1998,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,59.82,3000.0,Maruti
2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,2200.0,Mahindra
2004,158000,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2007,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2014,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,171.0,1800.0,Chevrolet
2007,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2005,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5,122.58,3500.0,Hyundai
2012,35000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,140.0,3000.0,Tata
2009,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti
2011,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,3000.0,Tata
2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,Honda
2008,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai
2008,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai
2011,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5,160.0,3000.0,Hyundai
2013,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai
2013,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5,177.5,4700.0,Hyundai
2016,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2011,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2019,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2015,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2018,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2015,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0,Maruti
2018,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2011,50000,Diesel,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2016,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2019,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,215.0,3000.0,Ford
2015,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2013,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai
2013,50000,Diesel,Individual,Manual,First Owner,23.5,1396,88.7,5,219.9,2750.0,Hyundai
2006,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.0,5,90.0,3500.0,Maruti
2012,100000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8,260.0,2200.0,Mahindra
2010,80000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.1,5,96.1,3000.0,Hyundai
2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,204.0,2750.0,Ford
2018,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5,205.0,3250.0,Ford
2019,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5,142.0,4000.0,Nissan
2012,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5,160.0,2000.0,Ford
2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,215.0,3000.0,Ford
2017,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2012,67998,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2018,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,5,215.0,2500.0,Ford
2015,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Renault
2013,79139,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti
2014,84784,Diesel,Dealer,Manual,First Owner,24.0,1120,70.0,5,160.0,2750.0,Hyundai
2012,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti
2017,72000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,2700.0,Tata
2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,235.36,2750.0,Hyundai
2014,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2010,120000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Fiat
2014,100000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,180.4,2500.0,Hyundai
2012,148000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2018,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2017,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0,Tata
2014,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5,135.4,2500.0,Tata
2017,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,Ford
2016,33500,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti
2012,70000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7,240.0,2800.0,Mahindra
2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,5,104.0,3100.0,Toyota
2018,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7,280.0,2800.0,Mahindra
2011,78432,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5,305.0,2000.0,Chevrolet
2011,125000,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,7,420.7,2500.0,Hyundai
2012,50000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,109.0,4500.0,Honda
2017,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2016,30000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,151.0,4850.0,Hyundai
2013,7200,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2013,25000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5,113.0,5000.0,Chevrolet
2005,90000,Petrol,Individual,Manual,Second Owner,15.4,1590,94.0,5,130.0,3000.0,Maruti
2012,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231,184.0,7,424.0,2000.0,Chevrolet
2019,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,3000.0,Tata
2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,145.0,4600.0,Honda
2012,78500,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2018,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2017,25000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5,112.0,4000.0,Ford
2012,60000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2019,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0,Datsun
2009,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92.0,5,1274.86,2500.0,Ford
2006,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54,2700.0,Honda
1997,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2006,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5,146.12,3000.0,Hyundai
2015,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2750.0,Hyundai
2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2012,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,5,204.0,2750.0,Ford
2008,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet
2016,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2015,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75.0,9,200.0,2200.0,Mahindra
2013,115717,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,2800.0,Mahindra
2008,110000,Diesel,Individual,Manual,Second Owner,17.7,1399,68.0,5,156.91,2000.0,Ford
2014,70000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,320.0,3000.0,Tata
2019,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2011,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai
2016,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
